leaid,lea_name,state_postal,state_leaid,county_name,enrollment_fy25,exp_total_fy23,data_tier,data_source_note,target_fiscal_year,fy_calendar,fiscal_year,status,topline_amount,yoy_change_pct,yoy_change_dollars,source,source_date,notes,has_extracted_signal,direction
0100005,Albertville City,AL,AL-101,Marshall County,5910.0,81386000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100006,Marshall County,AL,AL-048,Marshall County,6494.0,87755000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100007,Hoover City,AL,AL-158,Jefferson County,13632.0,210750000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100008,Madison City,AL,AL-169,Madison County,13046.0,188825000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100011,Leeds City,AL,AL-167,Jefferson County,2271.0,28548000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100012,Boaz City,AL,AL-115,Marshall County,2607.0,35200000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100013,Trussville City,AL,AL-205,Jefferson County,5005.0,72155000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100030,Alexander City,AL,AL-102,Tallapoosa County,2836.0,48048000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100060,Andalusia City,AL,AL-104,Covington County,1823.0,25179000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100090,Anniston City,AL,AL-105,Calhoun County,1821.0,36099000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100100,Arab City,AL,AL-106,Marshall County,2595.0,32207000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100120,Athens City,AL,AL-107,Limestone County,5405.0,65213000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100180,Attalla City,AL,AL-109,Etowah County,1460.0,19057000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100185,Saraland City,AL,AL-187,Mobile County,3514.0,47173000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100188,Chickasaw City,AL,AL-121,Mobile County,2679.0,30977000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100189,Satsuma City,AL,AL-196,Mobile County,1534.0,20340000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100190,Alabaster City,AL,AL-103,Shelby County,6316.0,96852000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100194,Pelham City,AL,AL-177,Shelby County,3444.0,59780000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100195,Pike Road City,AL,AL-186,Montgomery County,2822.0,32959000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100197,MAEF Public Charter Schools,AL,AL-800,Mobile County,835.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100199,University Charter School,AL,AL-801,Sumter County,716.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100201,Legacy Prep,AL,AL-803,Jefferson County,536.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100202,Gulf Shores City,AL,AL-152,Baldwin County,2748.0,42444000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100203,LEAD Academy,AL,AL-802,Montgomery County,752.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100204,i3 Academy,AL,AL-805,Jefferson County,811.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100207,LIFE Academy,AL,AL-807,Montgomery County,599.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100208,Breakthrough Charter School,AL,AL-808,Perry County,375.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100209,Ivy Classical Academy,AL,AL-809,Elmore County,619.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100210,Auburn City,AL,AL-110,Lee County,9488.0,138624000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100211,Magic City Acceptance Academy,AL,AL-810,Jefferson County,345.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100240,Autauga County,AL,AL-001,Autauga County,8888.0,127182000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100270,Baldwin County,AL,AL-002,Baldwin County,31965.0,491199000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100300,Barbour County,AL,AL-003,Barbour County,658.0,17039000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100330,Bessemer City,AL,AL-113,Jefferson County,3012.0,56006000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100360,Bibb County,AL,AL-004,Bibb County,3063.0,48702000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100390,Birmingham City,AL,AL-114,Jefferson County,20954.0,388899000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100420,Blount County,AL,AL-005,Blount County,7600.0,101510000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100450,Brewton City,AL,AL-116,Escambia County,1168.0,17659000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100480,Bullock County,AL,AL-006,Bullock County,1327.0,27945000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100510,Butler County,AL,AL-007,Butler County,2699.0,55032000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100540,Calhoun County,AL,AL-008,Calhoun County,7997.0,111440000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100600,Chambers County,AL,AL-009,Chambers County,3203.0,45566000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100630,Cherokee County,AL,AL-010,Cherokee County,3860.0,64546000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100660,Chilton County,AL,AL-011,Chilton County,7921.0,93162000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100690,Choctaw County,AL,AL-012,Choctaw County,1025.0,19463000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100720,Clarke County,AL,AL-013,Clarke County,2130.0,36451000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100750,Clay County,AL,AL-014,Clay County,1729.0,24768000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100780,Cleburne County,AL,AL-015,Cleburne County,2490.0,34291000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100810,Coffee County,AL,AL-016,Coffee County,2953.0,40063000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100840,Colbert County,AL,AL-017,Colbert County,2573.0,41789000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100870,Conecuh County,AL,AL-018,Conecuh County,1344.0,26288000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100900,Coosa County,AL,AL-019,Coosa County,751.0,13970000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100930,Covington County,AL,AL-020,Covington County,3028.0,47235000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100960,Crenshaw County,AL,AL-021,Crenshaw County,2063.0,30934000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0100990,Cullman City,AL,AL-125,Cullman County,3243.0,64933000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101020,Cullman County,AL,AL-022,Cullman County,9901.0,142798000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101050,Dale County,AL,AL-023,Dale County,3376.0,42972000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101080,Daleville City,AL,AL-126,Dale County,1156.0,15574000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101110,Dallas County,AL,AL-024,Dallas County,2283.0,53648000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101140,DeKalb County,AL,AL-025,DeKalb County,8769.0,129940000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101170,Decatur City,AL,AL-127,Morgan County,8902.0,148054000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101200,Demopolis City,AL,AL-128,Marengo County,1918.0,31131000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101230,Dothan City,AL,AL-130,Houston County,8220.0,120007000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101260,Elba City,AL,AL-131,Coffee County,603.0,10281000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101290,Elmore County,AL,AL-026,Elmore County,11741.0,153124000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101320,Enterprise City,AL,AL-132,Coffee County,6612.0,82653000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101350,Escambia County,AL,AL-027,Escambia County,4072.0,65607000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101380,Etowah County,AL,AL-028,Etowah County,8739.0,108798000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101410,Eufaula City,AL,AL-133,Barbour County,8421.0,68664000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101440,Fairfield City,AL,AL-137,Jefferson County,1348.0,25766000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101470,Fayette County,AL,AL-029,Fayette County,2268.0,34871000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101530,Florence City,AL,AL-141,Lauderdale County,4574.0,79898000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101560,Fort Payne City,AL,AL-143,DeKalb County,3508.0,48090000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101590,Franklin County,AL,AL-030,Franklin County,3563.0,56808000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101620,Gadsden City,AL,AL-144,Etowah County,4940.0,73465000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101640,Geneva City,AL,AL-146,Geneva County,1229.0,19056000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101660,Geneva County,AL,AL-031,Geneva County,2814.0,41970000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101680,Greene County,AL,AL-032,Greene County,841.0,19708000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101690,Guntersville City,AL,AL-154,Marshall County,1810.0,55601000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101710,Hale County,AL,AL-033,Hale County,2193.0,33848000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101720,Haleyville City,AL,AL-155,Winston County,1597.0,22457000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101730,Hartselle City,AL,AL-156,Morgan County,3683.0,74284000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101740,Henry County,AL,AL-034,Henry County,2524.0,33583000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101760,Homewood City,AL,AL-157,Jefferson County,4492.0,74909000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101770,Houston County,AL,AL-035,Houston County,6907.0,91331000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101800,Huntsville City,AL,AL-159,Madison County,24222.0,350970000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101830,Jackson County,AL,AL-036,Jackson County,5159.0,82306000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101860,Jacksonville City,AL,AL-162,Calhoun County,1685.0,29458000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101890,Jasper City,AL,AL-163,Walker County,2950.0,41216000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101920,Jefferson County,AL,AL-037,Jefferson County,35444.0,491946000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101950,Lamar County,AL,AL-038,Lamar County,2129.0,28832000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0101980,Lanett City,AL,AL-165,Chambers County,971.0,14683000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102010,Lauderdale County,AL,AL-039,Lauderdale County,7952.0,111786000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102040,Lawrence County,AL,AL-040,Lawrence County,4676.0,72091000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102070,Lee County,AL,AL-041,Lee County,9026.0,134111000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102100,Limestone County,AL,AL-042,Limestone County,16497.0,180985000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102130,Linden City,AL,AL-168,Marengo County,387.0,7442000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102160,Lowndes County,AL,AL-043,Lowndes County,1109.0,35849000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102190,Macon County,AL,AL-044,Macon County,1692.0,34185000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102220,Madison County,AL,AL-045,Madison County,20691.0,254852000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102250,Marengo County,AL,AL-046,Marengo County,965.0,17502000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102310,Marion County,AL,AL-047,Marion County,3302.0,46201000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102350,Midfield City,AL,AL-171,Jefferson County,992.0,14507000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102370,Mobile County,AL,AL-049,Mobile County,49946.0,775649000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102400,Monroe County,AL,AL-050,Monroe County,2963.0,46282000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102430,Montgomery County,AL,AL-051,Montgomery County,26395.0,413123000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102480,Morgan County,AL,AL-052,Morgan County,7619.0,111393000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102490,Mountain Brook City,AL,AL-175,Jefferson County,4425.0,104824000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102520,Muscle Shoals City,AL,AL-176,Colbert County,2979.0,43845000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102550,Oneonta City,AL,AL-178,Blount County,1380.0,18015000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102580,Opelika City,AL,AL-179,Lee County,5377.0,88533000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102610,Opp City,AL,AL-180,Covington County,1322.0,19867000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102635,Oxford City,AL,AL-181,Calhoun County,4103.0,66703000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102640,Ozark City,AL,AL-182,Dale County,1905.0,30466000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102650,Pell City,AL,AL-183,St. Clair County,4079.0,64344000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102670,Perry County,AL,AL-053,Perry County,815.0,21262000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102700,Phenix City,AL,AL-184,Russell County,7198.0,94291000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102730,Pickens County,AL,AL-054,Pickens County,2210.0,33744000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102760,Piedmont City,AL,AL-185,Calhoun County,1080.0,14612000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102790,Pike County,AL,AL-055,Pike County,2124.0,35068000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102820,Randolph County,AL,AL-056,Randolph County,2089.0,30044000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102850,Roanoke City,AL,AL-188,Randolph County,1355.0,19022000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102880,Russell County,AL,AL-057,Russell County,3850.0,51967000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102910,Russellville City,AL,AL-189,Franklin County,2615.0,38998000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102940,Scottsboro City,AL,AL-190,Jackson County,2457.0,37035000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0102970,Selma City,AL,AL-191,Dallas County,2301.0,43120000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103000,Sheffield City,AL,AL-192,Colbert County,1029.0,16876000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103030,Shelby County,AL,AL-059,Shelby County,20638.0,307213000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103062,St Clair County,AL,AL-058,St. Clair County,9658.0,119349000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103090,Sumter County,AL,AL-060,Sumter County,901.0,20300000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103120,Sylacauga City,AL,AL-193,Talladega County,1976.0,27468000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103150,Talladega City,AL,AL-194,Talladega County,1463.0,25829000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103180,Talladega County,AL,AL-061,Talladega County,7178.0,98120000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103210,Tallapoosa County,AL,AL-062,Tallapoosa County,2822.0,49320000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103240,Tallassee City,AL,AL-195,Elmore County,1507.0,27136000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103270,Tarrant City,AL,AL-197,Jefferson County,1308.0,20517000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103300,Thomasville City,AL,AL-198,Clarke County,1013.0,16628000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103330,Troy City,AL,AL-199,Pike County,1827.0,26318000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103360,Tuscaloosa City,AL,AL-200,Tuscaloosa County,11230.0,173122000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103390,Tuscaloosa County,AL,AL-063,Tuscaloosa County,19278.0,267824000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103420,Tuscumbia City,AL,AL-201,Colbert County,1597.0,22180000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103430,Vestavia Hills City,AL,AL-202,Jefferson County,6934.0,110670000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103450,Walker County,AL,AL-064,Walker County,7091.0,103476000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103480,Washington County,AL,AL-065,Washington County,2390.0,33559000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103510,Wilcox County,AL,AL-066,Wilcox County,1147.0,28783000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103540,Winfield City,AL,AL-204,Marion County,1204.0,19315000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103580,Winston County,AL,AL-067,Winston County,2309.0,42620000.0,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0103581,Orange Beach City,AL,AL-174,Baldwin County,1262.0,,2,ALSDE Annual Financial Reports — PDFs per district,FY27,Sept-Aug,,,,,,,,,False,unknown
0200001,Lower Kuskokwim School District,AK,AK-31,Bethel Census Area,3823.0,223950000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200003,Lower Yukon School District,AK,AK-32,Kusilvak Census Area,2027.0,116231000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200004,Yupiit School District,AK,AK-54,Bethel Census Area,522.0,21617000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200005,Kashunamiut School District,AK,AK-55,Kusilvak Census Area,320.0,12749000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200007,Aleutians East Borough School District,AK,AK-56,Aleutians East Borough,178.0,10653000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200010,Aleutian Region School District,AK,AK-04,Anchorage Municipality,21.0,2175000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200020,Bering Strait School District,AK,AK-07,Nome Census Area,1745.0,97674000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200030,Bristol Bay Borough School District,AK,AK-08,Bristol Bay Borough,106.0,7171000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200050,Alaska Gateway School District,AK,AK-03,Southeast Fairbanks Census Area,381.0,17541000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200060,Cordova City School District,AK,AK-12,Chugach Census Area,361.0,8100000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200070,Copper River School District,AK,AK-11,Copper River Census Area,393.0,10127000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200090,Craig City School District,AK,AK-13,Prince of Wales-Hyder Census Area,615.0,9590000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200100,Delta/Greely School District,AK,AK-14,Southeast Fairbanks Census Area,971.0,14638000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
0200120,Dillingham City School District,AK,AK-15,Dillingham Census Area,403.0,15662000.0,2,DEED audited financial reports — PDFs per district,FY27,July-June,,,,,,,,,False,unknown
